R,G,B,index
209,18,226,3
188,68,224,3
200,59,198,3
192,15,230,3
226,33,227,3
200,26,241,3
182,79,208,3
195,53,231,3
223,8,228,3
219,83,206,3
227,47,172,3
205,16,229,3
225,60,225,3
254,72,228,3
219,76,184,3
248,53,236,3
177,9,187,3
189,10,229,3
222,48,196,3
182,49,237,3
214,25,243,3
200,42,249,3
174,46,225,3
186,79,179,3
186,50,245,3
249,40,187,3
243,38,190,3
175,41,235,3
197,39,246,3
206,18,229,3
231,26,245,3
207,51,171,3
218,27,207,3
185,42,226,3
237,63,243,3
237,50,176,3
251,53,248,3
246,75,236,3
191,60,228,3
248,40,197,3
227,26,211,3
219,18,227,3
254,85,229,3
255,57,176,3
192,73,241,3
215,22,174,3
213,51,186,3
229,35,250,3
193,43,237,3
224,67,191,3
240,54,207,3
235,55,241,3
182,60,181,3
214,6,254,3
173,72,210,3
218,59,230,3
179,33,249,3
246,44,252,3
191,26,236,3
190,4,173,3
252,1,222,3
173,29,227,3
173,59,250,3
245,53,222,3
191,52,240,3
186,27,179,3
216,10,186,3
175,82,211,3
236,29,247,3
252,73,220,3
179,42,211,3
225,70,187,3
181,42,212,3
181,24,251,3
251,78,249,3
202,4,191,3
250,49,206,3
221,26,202,3
199,19,180,3
234,65,201,3
198,74,214,3
201,57,174,3
222,35,193,3
231,38,238,3
242,81,244,3
187,84,222,3
227,81,243,3
231,42,204,3
194,7,182,3
234,15,173,3
198,63,250,3
252,32,230,3
220,52,232,3
214,85,177,3
205,43,242,3
204,70,215,3
210,26,217,3
209,17,174,3
206,2,209,3
178,83,176,3
235,35,253,3
196,13,222,3
182,67,173,3
207,73,211,3
215,8,194,3
195,13,212,3
199,46,242,3
255,46,246,3
178,65,222,3
193,52,208,3
217,15,225,3
220,23,226,3
209,31,181,3
222,68,193,3
193,17,179,3
189,28,255,3
245,81,187,3
219,70,185,3
224,36,228,3
223,12,172,3
198,32,231,3
233,37,225,3
254,36,238,3
255,48,240,3
186,61,236,3
178,45,209,3
239,23,226,3
212,63,238,3
240,37,184,3
186,11,196,3
245,58,198,3
203,51,171,3
237,42,244,3
217,37,227,3
177,80,232,3
178,52,219,3
240,16,197,3
214,62,205,3
248,33,242,3
227,39,238,3
244,51,216,3
172,80,220,3
193,21,234,3
201,60,194,3
218,32,181,3
227,12,210,3
253,72,197,3
174,3,232,3
200,29,180,3
189,48,193,3
226,40,176,3
239,42,221,3
198,79,232,3
198,5,254,3
216,1,206,3
229,65,215,3
215,38,239,3
184,12,225,3
251,82,239,3
195,22,171,3
208,13,213,3
202,53,245,3
230,45,224,3
239,51,233,3
179,72,254,3
190,51,234,3
219,83,241,3
254,62,242,3
244,69,229,3
210,57,183,3
197,84,226,3
186,2,191,3
206,14,211,3
229,13,223,3
183,11,245,3
225,16,231,3
230,62,197,3
177,83,246,3
255,82,212,3
171,74,254,3
183,83,206,3
216,79,251,3
230,55,177,3
174,11,227,3
177,34,218,3
233,11,225,3
228,75,230,3
178,12,195,3
236,33,205,3
190,49,239,3
243,31,199,3
248,82,192,3
186,31,173,3
225,76,203,3
234,53,175,3
182,30,186,3
242,24,226,3
250,0,221,3
232,8,225,3
209,18,219,3
190,47,217,3
224,20,203,3
248,34,237,3
216,30,213,3
254,37,212,3
211,40,177,3
225,42,181,3
185,5,208,3
234,53,247,3
179,74,183,3
245,7,172,3
225,22,172,3
174,14,241,3
208,0,183,3
202,4,242,3
255,21,187,3
200,25,218,3
196,11,177,3
244,19,242,3
178,35,206,3
221,5,226,3
213,29,227,3
177,9,243,3
208,68,222,3
187,69,242,3
228,66,210,3
241,27,244,3
210,73,193,3
196,80,206,3
177,67,183,3
206,1,220,3
189,43,255,3
255,22,189,3
207,49,203,3
205,76,188,3
248,75,221,3
242,53,254,3
176,59,185,3
245,51,244,3
173,75,212,3
204,21,203,3
172,30,242,3
253,20,178,3
177,62,214,3
171,14,181,3
195,82,206,3
252,80,222,3
185,43,218,3
199,5,244,3
210,42,187,3
250,52,229,3
215,47,223,3
217,17,224,3
247,41,244,3
185,1,248,3
249,42,179,3
240,0,176,3
238,83,208,3
221,37,192,3
251,17,172,3
244,41,235,3
208,12,203,3
233,84,193,3
183,6,207,3
205,18,238,3
246,1,178,3
238,73,198,3
222,68,220,3
199,78,212,3
235,78,189,3
183,36,197,3
193,16,179,3
230,38,182,3
197,84,249,3
200,58,250,3
199,15,218,3
191,56,245,3
225,20,242,3
243,71,205,3
231,72,195,3
252,80,252,3
250,3,234,3
212,29,234,3
212,55,224,3
202,34,236,3
255,39,220,3
244,24,252,3
229,12,177,3
206,8,201,3
247,26,174,3
253,60,172,3
172,62,221,3
180,40,248,3
192,30,237,3
240,51,181,3
241,85,251,3
244,58,179,3
207,53,180,3
210,11,184,3
197,32,199,3
201,21,244,3
173,31,252,3
213,84,189,3
217,20,204,3
207,42,200,3
243,51,176,3
219,66,248,3
184,73,239,3
245,0,171,3
242,50,213,3
195,4,174,3
217,28,249,3
245,41,251,3
241,28,254,3
234,53,191,3
204,74,243,3
240,50,250,3
198,41,242,3
178,33,230,3
215,78,231,3
187,39,232,3
191,65,209,3
219,55,241,3
201,50,232,3
184,3,189,3
253,12,248,3
230,38,235,3
205,30,252,3
216,29,250,3
239,30,194,3
250,24,190,3
232,64,182,3
186,64,244,3
230,34,217,3
208,75,237,3
216,69,192,3
177,74,185,3
218,3,197,3
212,45,238,3
199,31,187,3
185,41,178,3
239,83,174,3
244,80,203,3
185,83,253,3
222,57,209,3
182,2,235,3
215,63,236,3
253,27,255,3
204,70,200,3
245,4,243,3
219,26,193,3
214,79,251,3
214,19,204,3
210,34,171,3
230,80,185,3
226,79,174,3
202,11,175,3
196,17,227,3
216,47,253,3
215,39,225,3
213,57,230,3
187,19,189,3
212,79,188,3
223,6,191,3
210,34,236,3
207,50,233,3
214,70,202,3
202,28,193,3
230,39,176,3
239,77,250,3
224,62,240,3
243,64,252,3
224,55,194,3
213,68,249,3
224,45,239,3
201,54,245,3
190,68,248,3
223,24,191,3
180,7,177,3
248,83,236,3
223,1,219,3
240,83,207,3
246,64,242,3
220,37,204,3
214,16,240,3
243,68,185,3
219,58,185,3
225,64,204,3
180,11,227,3
201,81,185,3
230,59,224,3
223,58,250,3
228,34,171,3
181,67,221,3
200,50,172,3
195,26,205,3
206,7,172,3
250,17,171,3
202,63,196,3
232,82,181,3
231,20,197,3
208,37,190,3
171,8,221,3
182,11,228,3
220,27,246,3
237,54,207,3
230,82,255,3
219,43,242,3
173,63,243,3
224,71,222,3
239,47,204,3
184,26,237,3
199,18,178,3
212,66,222,3
231,15,176,3
215,78,177,3
190,28,181,3
196,48,239,3
230,21,212,3
225,79,237,3
241,22,227,3
176,56,225,3
219,33,223,3
189,6,222,3
217,8,172,3
213,10,228,3
201,13,185,3
186,75,200,3
194,51,228,3
211,76,206,3
205,53,225,3
218,68,255,3
252,85,188,3
223,55,211,3
253,52,182,3
231,74,173,3
252,70,186,3
236,24,198,3
213,81,177,3
230,10,173,3
243,32,209,3
228,63,189,3
176,58,171,3
181,6,177,3
210,62,223,3
180,72,204,3
208,63,192,3
197,37,235,3
243,33,252,3
249,5,177,3
249,51,235,3
239,57,203,3
209,40,223,3
206,31,223,3
193,55,186,3
185,56,224,3
220,49,191,3
185,30,217,3
215,54,204,3
216,45,200,3
246,52,199,3
191,45,248,3
173,39,182,3
174,27,236,3
192,69,245,3
217,81,176,3
218,32,235,3
232,84,198,3
215,72,211,3
202,16,229,3
210,2,184,3
245,36,236,3
177,79,244,3
220,80,184,3
191,56,183,3
192,23,180,3
250,79,218,3
178,79,234,3
212,29,186,3
188,63,197,3
229,8,178,3
187,16,218,3
174,52,216,3
242,73,188,3
219,44,212,3
217,1,246,3
216,33,178,3
189,37,239,3
230,60,212,3
250,3,230,3
254,45,209,3
175,44,200,3
222,31,228,3
244,25,254,3
202,46,247,3
232,56,184,3
199,30,235,3
231,36,172,3
194,22,203,3
174,28,234,3
224,44,219,3
219,49,209,3
245,32,206,3
40,125,83,4
83,152,28,4
35,133,3,4
46,95,20,4
65,123,32,4
13,126,18,4
0,123,2,4
39,162,16,4
51,120,70,4
36,87,37,4
38,133,23,4
23,165,36,4
14,130,7,4
16,123,24,4
69,109,66,4
14,102,12,4
75,165,46,4
62,89,81,4
26,154,6,4
25,88,59,4
24,162,70,4
28,130,27,4
56,111,29,4
12,92,39,4
49,154,73,4
4,156,19,4
67,130,2,4
5,169,34,4
4,130,58,4
65,89,30,4
65,103,85,4
10,148,54,4
8,105,3,4
6,113,7,4
37,149,14,4
70,90,77,4
0,132,9,4
69,152,39,4
25,165,12,4
21,88,57,4
56,125,68,4
23,131,67,4
14,161,50,4
38,133,32,4
79,133,49,4
12,104,57,4
59,103,32,4
77,95,25,4
16,117,38,4
77,170,70,4
84,89,20,4
50,140,36,4
56,102,42,4
4,110,21,4
43,150,37,4
0,169,34,4
43,167,37,4
77,111,82,4
3,91,78,4
74,112,68,4
77,103,58,4
59,122,5,4
0,95,16,4
34,156,76,4
7,104,37,4
82,117,26,4
0,104,32,4
9,112,18,4
36,106,16,4
3,139,22,4
37,135,17,4
0,136,54,4
80,121,34,4
68,100,59,4
75,86,70,4
82,108,12,4
21,168,59,4
67,160,8,4
75,86,23,4
23,149,66,4
8,115,81,4
77,89,23,4
45,146,59,4
33,160,82,4
81,132,72,4
45,127,30,4
1,95,37,4
3,144,23,4
26,127,61,4
19,121,68,4
14,91,50,4
9,145,29,4
36,98,70,4
66,157,67,4
21,161,42,4
79,114,15,4
71,135,76,4
38,104,38,4
9,103,40,4
4,108,59,4
46,155,44,4
49,166,7,4
52,159,53,4
1,90,41,4
59,92,0,4
50,92,40,4
55,131,6,4
28,101,57,4
31,152,55,4
23,168,39,4
59,145,4,4
56,137,73,4
57,133,62,4
54,146,50,4
16,140,36,4
35,91,42,4
39,95,14,4
39,141,12,4
16,142,66,4
59,114,59,4
23,143,32,4
23,97,62,4
73,133,5,4
79,118,78,4
59,95,9,4
69,115,34,4
7,131,48,4
57,89,40,4
14,127,20,4
14,88,76,4
40,148,36,4
71,164,52,4
83,100,59,4
31,167,16,4
33,109,84,4
65,122,17,4
42,111,57,4
62,95,73,4
50,145,31,4
76,118,28,4
36,151,81,4
28,150,16,4
20,101,31,4
37,133,62,4
65,122,58,4
44,113,80,4
6,92,38,4
60,88,48,4
73,144,31,4
12,151,84,4
24,109,12,4
74,154,35,4
49,93,34,4
11,167,6,4
70,167,46,4
77,166,54,4
42,149,35,4
6,100,34,4
65,144,11,4
30,170,74,4
19,111,36,4
4,130,1,4
11,97,1,4
71,128,59,4
24,139,74,4
36,135,70,4
32,157,23,4
44,104,15,4
66,93,84,4
8,120,29,4
5,153,54,4
64,133,43,4
13,134,32,4
11,151,55,4
23,165,79,4
15,119,10,4
11,114,79,4
0,112,50,4
19,126,34,4
21,106,49,4
78,93,78,4
47,107,47,4
83,169,45,4
75,150,28,4
57,148,58,4
24,161,25,4
75,153,62,4
51,167,9,4
0,167,71,4
43,118,0,4
60,94,7,4
9,159,10,4
25,100,50,4
67,135,57,4
30,117,75,4
83,163,66,4
9,142,51,4
1,128,39,4
26,135,77,4
83,157,6,4
1,168,3,4
82,143,37,4
72,87,41,4
66,159,83,4
4,160,59,4
44,99,83,4
37,164,17,4
36,136,77,4
61,96,49,4
3,147,79,4
26,166,9,4
10,103,6,4
8,128,55,4
39,93,11,4
46,122,38,4
51,149,84,4
60,129,63,4
38,138,9,4
72,112,62,4
47,127,25,4
35,156,64,4
83,99,33,4
76,154,2,4
84,154,4,4
61,137,78,4
79,137,30,4
32,157,63,4
37,150,80,4
8,111,38,4
61,145,4,4
63,162,24,4
58,106,21,4
65,123,8,4
21,103,21,4
55,93,4,4
79,94,15,4
0,162,66,4
29,159,9,4
29,96,80,4
67,129,21,4
54,89,15,4
80,153,21,4
11,101,22,4
57,106,15,4
81,155,37,4
81,122,11,4
82,97,18,4
49,106,30,4
4,149,52,4
66,135,73,4
78,137,45,4
30,161,55,4
60,141,10,4
64,102,64,4
77,123,44,4
32,106,48,4
57,90,5,4
3,117,55,4
75,160,33,4
81,145,45,4
24,137,54,4
51,114,53,4
23,131,50,4
39,104,16,4
34,131,38,4
0,139,32,4
41,154,46,4
69,88,64,4
40,113,51,4
67,168,23,4
10,163,72,4
48,102,22,4
28,146,47,4
62,170,53,4
17,108,42,4
80,152,68,4
0,138,61,4
53,95,47,4
10,100,16,4
78,138,81,4
13,135,46,4
62,101,4,4
45,88,34,4
76,127,15,4
77,155,41,4
76,134,59,4
32,119,76,4
55,136,36,4
11,166,80,4
19,122,19,4
56,104,64,4
31,141,61,4
4,150,39,4
53,170,20,4
66,131,9,4
70,144,1,4
15,115,34,4
23,163,42,4
48,142,51,4
76,113,69,4
27,163,73,4
13,106,57,4
13,137,85,4
53,134,39,4
83,126,4,4
47,147,40,4
7,143,57,4
5,131,31,4
15,169,41,4
56,149,2,4
68,89,65,4
76,161,7,4
69,154,39,4
39,159,35,4
29,105,71,4
75,139,82,4
45,167,80,4
62,150,3,4
9,138,43,4
36,109,14,4
13,123,28,4
62,98,71,4
20,118,72,4
22,148,61,4
73,114,13,4
23,160,49,4
45,131,47,4
35,101,72,4
19,127,70,4
38,90,21,4
14,156,27,4
20,95,45,4
70,157,22,4
68,146,41,4
7,118,79,4
53,87,26,4
27,116,53,4
30,115,17,4
47,127,36,4
21,134,77,4
27,127,38,4
5,118,17,4
77,119,40,4
5,89,65,4
32,121,52,4
33,123,67,4
56,157,52,4
41,164,25,4
53,115,62,4
68,159,14,4
78,104,24,4
49,118,52,4
31,123,68,4
20,145,48,4
37,100,66,4
44,145,66,4
72,129,27,4
75,153,69,4
4,139,59,4
17,151,64,4
66,118,22,4
66,158,81,4
28,135,55,4
68,147,80,4
4,152,2,4
59,119,78,4
74,138,8,4
72,98,33,4
32,119,8,4
68,108,47,4
45,164,48,4
67,156,52,4
76,100,59,4
80,163,74,4
14,167,41,4
42,124,39,4
68,134,72,4
75,116,67,4
41,143,66,4
74,124,72,4
38,165,24,4
11,113,0,4
27,125,34,4
84,169,79,4
0,156,64,4
54,160,19,4
61,131,2,4
9,123,58,4
38,100,81,4
70,99,58,4
36,161,80,4
72,161,3,4
8,130,47,4
85,154,63,4
63,108,24,4
18,147,26,4
76,142,2,4
77,118,16,4
75,88,16,4
66,130,28,4
82,104,12,4
46,139,14,4
81,139,46,4
57,113,35,4
54,170,69,4
38,87,5,4
18,115,85,4
42,105,84,4
6,159,48,4
85,125,0,4
61,105,4,4
51,129,24,4
79,113,71,4
5,164,33,4
24,156,82,4
52,146,39,4
69,148,2,4
37,99,57,4
37,169,10,4
65,114,75,4
8,131,84,4
62,125,77,4
20,134,4,4
54,153,45,4
9,150,6,4
17,130,53,4
5,123,20,4
62,107,46,4
61,103,31,4
81,148,69,4
83,99,18,4
68,122,27,4
24,107,49,4
52,103,50,4
82,125,45,4
83,88,49,4
57,141,18,4
71,163,67,4
18,86,45,4
6,92,8,4
76,155,43,4
5,92,66,4
45,89,54,4
44,138,19,4
61,86,24,4
21,101,80,4
1,118,29,4
33,94,25,4
85,101,57,4
71,145,69,4
69,167,37,4
74,139,46,4
51,87,32,4
12,152,41,4
64,168,21,4
11,97,45,4
81,129,18,4
81,140,28,4
55,108,28,4
44,100,33,4
16,95,47,4
12,150,79,4
36,145,4,4
64,145,13,4
15,132,45,4
79,158,7,4
18,141,28,4
72,126,59,4
69,149,41,4
9,121,73,4
8,121,74,4
15,136,21,4
84,150,69,4
10,165,0,4
27,143,30,4
43,110,12,4
29,101,43,4
57,103,34,4
38,106,3,4
33,102,15,4
70,107,41,4
20,163,79,4
84,163,80,4
6,95,16,4
31,88,23,4
81,128,29,4
80,143,68,4
6,151,49,4
9,158,54,4
58,150,64,4
0,129,10,4
23,90,21,4
79,94,85,4
31,137,39,4
17,139,44,4
2,136,36,4
53,152,33,4
5,92,70,4
18,153,62,4
52,127,36,4
60,169,7,4
37,102,21,4
15,87,43,4
49,140,51,4
74,170,68,4
49,145,12,4
81,133,46,4
28,136,1,4
22,168,82,4
8,156,52,4
62,88,56,4
65,170,66,4
46,98,74,4
4,160,11,4
52,148,38,4
42,153,22,4
81,86,70,4
67,116,58,4
52,153,56,4
56,147,57,4
14,147,67,4
45,167,37,4
18,102,6,4
76,146,66,4
84,106,51,4
68,105,32,4
57,87,8,4
3,139,50,4
27,149,18,4
37,95,16,4
53,114,36,4
84,127,2,4
41,144,50,4
3,143,10,4
9,141,67,4
74,137,84,4
44,130,36,4
46,143,44,4
9,104,52,4
2,158,55,4
71,106,40,4
43,153,7,4
70,86,29,4
24,169,29,4
45,145,77,4
56,88,55,4
40,89,13,4
9,128,32,4
77,163,64,4
36,90,12,4
34,109,9,4
24,104,57,4
85,87,82,4
47,162,2,4
81,118,14,4
26,160,53,4
84,114,60,4
52,117,63,4
8,130,18,4
19,138,84,4
82,119,32,4
31,97,56,4
70,170,19,4
34,103,70,4
74,95,46,4
7,167,23,4
38,100,50,4
76,137,81,4
31,90,15,4
82,97,79,4
45,88,0,4
58,132,77,4
45,120,5,4
34,112,76,4
38,96,13,4
80,113,13,4
6,162,21,4
16,148,74,4
75,114,36,4
58,147,20,4
21,160,23,4
58,107,35,4
49,95,4,4
7,100,28,4
34,118,85,4
25,93,17,4
53,148,49,4
27,151,79,4
39,168,15,4
42,96,68,4
32,109,72,4
8,116,40,4
68,158,8,4
25,129,28,4
66,136,11,4
17,125,2,4
12,142,27,4
22,113,20,4
53,135,63,4
53,112,65,4
23,131,73,4
68,110,40,4
18,124,50,4
20,161,41,4
1,112,24,4
38,126,64,4
64,131,60,4
36,170,81,4
29,97,71,4
6,96,51,4
48,126,71,4
65,100,4,4
74,150,27,4
2,130,77,4
80,102,37,4
25,119,5,4
34,126,80,4
22,128,17,4
9,132,68,4
5,99,67,4
29,147,82,4
56,124,82,4
59,138,19,4
79,107,55,4
34,151,63,4
79,95,73,4
83,97,82,4
10,123,70,4
71,137,25,4
1,87,17,4
25,123,3,4
22,155,22,4
71,110,63,4
13,105,39,4
38,107,76,4
22,157,18,4
10,145,33,4
51,141,52,4
20,97,70,4
51,160,48,4
56,158,84,4
42,138,53,4
20,159,82,4
54,165,34,4
67,130,23,4
77,108,17,4
25,87,54,4
22,100,70,4
83,106,79,4
41,128,29,4
73,90,39,4
36,126,27,4
32,102,32,4
24,91,6,4
10,104,5,4
9,105,5,4
57,109,58,4
46,97,54,4
10,138,28,4
52,141,67,4
85,142,81,4
17,102,72,4
70,96,22,4
47,105,48,4
8,107,41,4
33,99,9,4
58,166,52,4
25,159,20,4
26,138,16,4
67,111,76,4
33,131,21,4
76,146,21,4
52,95,67,4
30,170,48,4
55,122,5,4
49,119,33,4
43,157,83,4
43,102,53,4
31,122,64,4
14,146,82,4
63,157,75,4
44,93,75,4
29,159,11,4
75,138,19,4
18,137,51,4
1,156,6,4
56,116,17,4
73,126,64,4
49,108,75,4
70,116,2,4
69,144,34,4
82,121,62,4
54,99,70,4
79,128,33,4
15,93,76,4
78,105,85,4
32,125,39,4
36,99,2,4
34,130,60,4
8,155,2,4
40,135,63,4
78,126,35,4
51,131,57,4
62,98,76,4
19,96,29,4
65,98,74,4
19,115,52,4
34,112,74,4
39,161,41,4
81,152,76,4
74,130,30,4
17,157,63,4
18,108,85,4
21,164,8,4
47,104,16,4
45,134,24,4
74,159,13,4
49,154,34,4
53,140,54,4
80,129,30,4
81,104,47,4
58,107,52,4
25,132,50,4
21,124,71,4
35,169,71,4
3,90,66,4
25,145,74,4
76,157,73,4
36,136,26,4
13,151,46,4
73,114,38,4
78,110,17,4
84,125,52,4
69,111,46,4
35,128,31,4
54,131,64,4
75,138,79,4
38,126,12,4
8,137,52,4
69,87,4,4
13,131,57,4
80,139,67,4
85,156,71,4
43,99,5,4
28,163,18,4
41,104,55,4
82,98,55,4
64,108,53,4
62,153,41,4
22,139,10,4
46,145,11,4
9,145,6,4
52,90,27,4
28,149,51,4
2,139,77,4
6,157,55,4
83,95,48,4
66,107,12,4
63,161,19,4
78,165,67,4
4,133,41,4
63,96,23,4
80,122,62,4
75,152,26,4
45,131,38,4
23,132,22,4
61,139,49,4
28,126,53,4
73,130,2,4
33,148,20,4
52,109,65,4
48,138,58,4
58,160,54,4
55,150,47,4
4,100,34,4
33,113,40,4
76,161,31,4
75,100,79,4
53,111,32,4
22,132,26,4
69,111,12,4
45,124,5,4
55,164,12,4
23,136,21,4
36,124,20,4
75,93,64,4
37,148,25,4
52,121,23,4
6,126,76,4
16,154,16,4
62,155,80,4
27,89,42,4
75,106,36,4
46,91,60,4
61,131,35,4
57,147,43,4
18,137,83,4
21,148,81,4
40,152,48,4
18,127,53,4
36,102,69,4
3,160,55,4
15,117,21,4
69,110,33,4
51,151,19,4
83,108,84,4
37,100,54,4
26,106,4,4
38,89,40,4
45,107,69,4
83,115,11,4
61,130,72,4
9,98,28,4
62,116,4,4
51,126,59,4
49,164,60,4
45,123,5,4
85,110,75,4
73,151,81,4
46,129,64,4
28,110,53,4
81,155,6,4
55,160,0,4
29,149,18,4
3,115,78,4
74,99,60,4
72,124,36,4
3,161,62,4
8,153,46,4
20,101,32,4
24,122,49,4
57,156,54,4
62,162,63,4
14,164,32,4
69,161,6,4
9,151,62,4
7,156,33,4
53,114,42,4
33,145,83,4
66,145,49,4
16,167,79,4
59,103,84,4
36,144,30,4
54,145,11,4
39,133,84,4
60,125,34,4
76,165,25,4
74,165,65,4
52,107,23,4
74,142,69,4
53,95,69,4
11,170,32,4
49,97,15,4
11,156,7,4
19,150,60,4
10,155,22,4
15,137,9,4
9,137,50,4
25,96,79,4
25,142,34,4
70,96,55,4
7,139,33,4
16,92,54,4
11,165,79,4
2,130,49,4
35,169,1,4
38,160,41,4
44,156,28,4
16,116,52,4
23,107,47,4
27,117,22,4
33,130,61,4
66,151,11,4
26,128,54,4
24,161,52,4
4,127,75,4
63,155,64,4
61,103,29,4
61,89,60,4
23,122,3,4
8,115,55,4
46,135,18,4
42,132,5,4
16,136,20,4
64,105,51,4
44,148,82,4
61,156,61,4
15,113,20,4
6,87,77,4
48,131,2,4
76,146,85,4
51,166,14,4
79,112,9,4
79,166,70,4
55,103,22,4
40,136,78,4
28,148,53,4
40,127,13,4
7,105,22,4
19,94,5,4
23,105,47,4
81,148,38,4
14,168,41,4
68,130,84,4
65,115,57,4
7,102,54,4
82,140,13,4
72,126,75,4
4,145,63,4
67,169,62,4
61,154,16,4
77,166,79,4
33,122,85,4
41,140,33,4
80,132,83,4
60,108,43,4
15,144,76,4
41,155,29,4
36,165,45,4
67,148,64,4
25,94,4,4
60,99,81,4
8,136,1,4
21,140,1,4
35,116,52,4
71,101,64,4
33,104,77,4
84,107,74,4
73,90,71,4
55,154,70,4
12,97,43,4
20,99,3,4
85,156,58,4
30,103,79,4
55,101,39,4
37,92,39,4
54,166,56,4
74,129,16,4
63,170,48,4
85,146,53,4
0,90,55,4
69,167,51,4
12,163,84,4
15,110,74,4
69,139,37,4
52,88,84,4
36,118,68,4
17,146,41,4
18,152,43,4
84,106,80,4
11,144,28,4
10,165,79,4
40,99,39,4
71,97,54,4
81,143,29,4
22,138,57,4
62,126,83,4
48,162,69,4
61,162,80,4
70,88,9,4
27,112,16,4
74,131,22,4
12,138,10,4
77,140,61,4
14,91,7,4
62,134,64,4
31,104,50,4
0,141,17,4
59,94,74,4
61,124,36,4
9,120,34,4
38,160,63,4
59,139,23,4
49,142,35,4
17,150,0,4
59,166,21,4
34,151,31,4
84,134,5,4
51,122,43,4
75,166,75,4
30,145,43,4
34,108,24,4
81,152,25,4
83,111,60,4
61,101,22,4
78,91,45,4
74,96,4,4
26,100,43,4
12,140,10,4
11,153,53,4
85,115,67,4
83,151,38,4
53,125,7,4
17,90,68,4
56,122,40,4
34,166,33,4
38,140,17,4
4,113,55,4
84,108,6,4
78,164,6,4
5,247,74,5
75,190,13,5
10,245,24,5
3,241,75,5
19,171,64,5
25,239,78,5
74,248,67,5
51,173,73,5
34,189,70,5
64,175,66,5
64,196,4,5
18,179,81,5
3,196,18,5
28,182,49,5
52,214,6,5
54,242,54,5
54,234,81,5
76,176,85,5
57,227,12,5
83,179,75,5
34,229,83,5
80,231,31,5
63,194,20,5
20,252,75,5
65,237,7,5
38,250,58,5
80,221,44,5
79,213,55,5
62,201,82,5
59,227,15,5
29,233,74,5
49,177,3,5
65,205,24,5
54,184,47,5
36,205,69,5
9,252,57,5
79,246,12,5
44,177,11,5
65,234,70,5
27,227,14,5
64,173,81,5
55,203,29,5
38,199,2,5
57,224,68,5
51,211,75,5
10,220,80,5
78,199,15,5
44,211,79,5
71,240,77,5
3,176,43,5
25,177,54,5
54,180,79,5
51,205,43,5
82,245,51,5
3,218,33,5
2,202,48,5
64,224,64,5
76,185,48,5
68,197,18,5
12,205,11,5
18,213,78,5
72,232,25,5
2,208,11,5
13,248,30,5
83,223,4,5
51,219,25,5
79,205,54,5
45,203,9,5
83,229,25,5
28,251,80,5
20,172,35,5
25,185,58,5
49,244,49,5
73,224,40,5
65,238,31,5
76,200,27,5
40,181,29,5
76,185,43,5
83,238,62,5
17,192,53,5
84,210,83,5
29,230,38,5
73,219,10,5
61,225,83,5
21,243,16,5
4,191,6,5
46,235,68,5
44,184,65,5
39,187,65,5
84,252,82,5
57,231,40,5
18,242,22,5
82,248,76,5
33,192,12,5
23,220,14,5
21,173,20,5
46,203,13,5
55,250,28,5
51,253,24,5
7,214,70,5
17,205,50,5
13,235,19,5
48,236,81,5
76,205,7,5
69,214,45,5
33,179,33,5
0,195,76,5
39,173,6,5
35,220,76,5
11,185,11,5
13,224,34,5
79,191,40,5
73,189,38,5
65,191,72,5
71,255,34,5
57,187,63,5
60,216,42,5
16,222,46,5
52,205,0,5
63,230,59,5
62,184,10,5
55,230,50,5
0,210,54,5
56,175,4,5
76,246,13,5
65,198,14,5
25,188,18,5
2,242,75,5
58,237,63,5
84,231,74,5
21,211,41,5
55,208,36,5
11,227,69,5
69,203,62,5
57,214,5,5
28,175,48,5
9,255,82,5
48,217,5,5
80,239,65,5
84,232,4,5
26,176,45,5
5,188,67,5
31,195,33,5
80,229,82,5
42,173,22,5
13,206,2,5
47,173,49,5
12,222,10,5
60,211,55,5
6,216,18,5
30,225,14,5
4,242,46,5
59,224,28,5
57,203,78,5
47,189,71,5
27,201,57,5
60,231,35,5
13,214,70,5
81,224,66,5
26,240,80,5
31,181,39,5
27,226,27,5
26,248,78,5
37,206,22,5
10,190,43,5
84,184,69,5
0,194,31,5
83,205,25,5
53,227,68,5
36,239,34,5
23,235,25,5
54,214,35,5
29,205,67,5
37,171,4,5
66,190,12,5
25,200,18,5
59,172,70,5
70,206,80,5
17,233,35,5
9,201,1,5
45,205,24,5
34,239,46,5
44,251,22,5
4,249,46,5
27,227,12,5
77,212,44,5
80,202,32,5
7,172,41,5
16,209,6,5
52,235,21,5
23,254,12,5
75,218,50,5
23,203,64,5
57,191,18,5
76,190,19,5
83,178,4,5
22,241,71,5
83,179,42,5
68,217,20,5
11,173,41,5
4,245,54,5
23,214,54,5
3,205,58,5
60,235,31,5
20,192,51,5
15,216,9,5
82,207,73,5
26,212,15,5
66,246,7,5
3,210,44,5
65,206,41,5
36,196,57,5
36,184,5,5
62,219,8,5
58,205,74,5
29,204,24,5
1,222,46,5
29,181,7,5
38,175,41,5
65,251,7,5
58,247,79,5
31,208,21,5
8,237,13,5
65,251,69,5
80,188,48,5
4,190,84,5
29,183,33,5
11,248,50,5
4,200,15,5
2,172,73,5
20,237,5,5
6,213,74,5
83,254,54,5
15,223,84,5
69,241,32,5
28,223,13,5
74,255,27,5
32,174,23,5
48,220,55,5
85,190,9,5
73,204,28,5
37,173,11,5
14,219,26,5
19,176,85,5
63,245,14,5
36,228,43,5
